name,category,group,satisfied_with_area,local_govt_responsive,police_approval,suitable_employment,good_to_raise_kids,good_cond_of_parks,influence_over_local_govt,access_to_car,evicted,received_evict_notice,locations_in_walking_dist,safe_sidewalks,safe_biking,rec_facilities_avail,trust_neighbors,youth_have_role_models,neighbors_improving_area,safe_walking_at_night,would_save_fire_station,youth_likely_graduate_hs,youth_likely_job_w_opportunity,youth_likely_in_gang,youth_likely_abuse_drugs_alc,youth_likely_felony,very_good_self_rate_health,life_satisfaction,happy,anxious,diabetes,have_health_insurance,didnt_get_med_care,postponed_med_care,couldnt_afford_rx,altered_rx,asthma,no_medical_home,visited_er,dental_visit_past_yr,receive_emotional_support,depression,smoking,heavy_drinking,know_someone_abusing_opioids,know_someone_died_opioids,financial_insecurity,less_than_2mo_savings,negative_net_worth,underemployment,no_bank_account,food_insecurity,housing_insecurity,utility_insecurity,discrim_in_workplace,discrim_by_police,discrim_getting_service,discrim_in_housing,discrim_in_healthcare
New London,Race/Ethnicity,White,0.66,0.29,0.53,0.4,0.47,0.49,0.72,0.93,,,0.54,0.88,0.74,0.65,0.77,0.48,0.65,0.58,,,,,,,0.55,0.64,0.65,0.26,0.08,0.92,0.21,0.39,0.21,,,,0.35,0.71,0.65,0.19,,,,,0.42,,,,0.06,0.23,0.07,,,0.14,,,
New London,Race/Ethnicity,Not white,0.65,0.34,0.57,0.48,0.51,0.63,0.66,0.8,,,0.75,0.84,0.54,0.66,0.53,0.57,0.62,0.52,,,,,,,0.51,0.42,0.49,0.22,0.17,0.79,0.19,0.39,0.14,,,,0.38,0.69,0.66,0.26,,,,,0.65,,,,0.17,0.32,0.05,,,0.21,,,
New Milford,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,,0.09,0.13,0.08,0.1,0.27,0.11,,0.04,0.1
New Milford,Total,Total,0.84,0.5,0.88,0.51,0.86,0.84,0.8,0.94,,,0.28,0.22,0.51,0.56,0.89,0.85,0.78,0.77,,0.96,0.53,0.03,0.29,0.05,0.6,0.7,0.72,0.14,0.08,0.95,0.07,0.24,0.09,,0.09,0.11,0.24,0.74,0.71,0.07,0.11,0.03,0.27,0.2,0.29,0.2,0.09,,0.05,0.09,0.06,0.09,0.32,0.06,,0.02,0.09
New Milford,Gender,Male,0.84,0.56,0.86,0.52,0.91,0.89,0.85,0.95,,,0.27,0.25,0.56,0.64,0.91,0.9,0.85,0.81,,,,,,,0.61,0.72,0.7,0.12,0.09,0.93,0.02,0.15,0.04,,,,0.24,0.73,0.73,0.03,,,,,0.21,,,,0.02,0.06,0.06,,,,,,
New Milford,Gender,Female,0.84,0.45,0.9,0.49,0.84,0.78,0.72,0.92,,,0.27,0.19,0.43,0.47,0.86,0.81,0.72,0.72,,,,,,,0.58,0.67,0.74,0.15,0.06,0.95,0.11,0.33,0.14,,,,0.24,0.76,0.71,0.1,,,,,0.36,,,,0.07,0.13,0.07,,,,,,
New Milford,Age,Under age 55,0.8,0.44,0.84,0.5,0.85,0.79,0.75,0.94,,,0.31,0.24,0.52,0.53,0.86,0.8,0.72,0.75,,,,,,,0.58,0.59,0.64,0.17,0.03,0.92,0.07,0.29,0.12,,,,0.26,0.73,0.63,0.1,,,,,0.32,,,,0.07,0.14,0.06,,,,,,
New Milford,Age,Age 55 or older,0.91,0.6,0.94,0.52,0.93,0.91,0.85,0.94,,,0.21,0.2,0.47,0.6,0.95,0.97,0.88,0.79,,,,,,,0.64,0.86,0.87,0.09,0.16,0.98,0.07,0.14,0.05,,,,0.2,0.77,0.86,0.02,,,,,0.23,,,,0.02,0.02,0.07,,,,,,
New Milford,Education,Bachelor's or higher,0.9,0.54,0.91,0.48,0.92,0.82,0.84,0.98,,,0.12,0.16,0.44,0.53,0.94,0.93,0.84,0.82,,,,,,,0.66,0.81,0.85,0.11,0.1,0.97,0.04,0.21,0.06,,,,0.24,0.86,0.79,0.03,,,,,0.18,,,,0,0.02,0.07,,,,,,
New Milford,Education,High school or less,0.8,0.39,0.76,0.46,0.82,0.82,0.65,0.85,,,0.43,0.3,0.51,0.62,0.77,0.82,0.66,0.75,,,,,,,0.52,0.6,0.63,0.1,0.06,0.91,0.04,0.29,0.07,,,,0.2,0.59,0.56,0.07,,,,,0.49,,,,0.17,0.19,0.05,,,,,,
New Milford,Education,Some college or Associate's,0.77,0.52,0.92,0.59,0.84,0.88,0.8,0.93,,,0.45,0.27,0.61,0.54,0.86,0.74,0.8,0.66,,,,,,,0.55,0.54,0.58,0.23,0.04,0.92,0.15,0.25,0.18,,,,0.27,0.63,0.71,0.14,,,,,0.34,,,,0.03,0.16,0.07,,,,,,
New Milford,Income,<$75K,0.83,0.5,0.83,0.48,0.83,0.82,0.79,0.88,,,0.38,0.29,0.47,0.58,0.81,0.77,0.67,0.66,,,,,,,0.51,0.61,0.63,0.19,0.12,0.93,0.09,0.28,0.13,,,,0.21,0.61,0.62,0.1,,,,,0.47,,,,0.11,0.17,0.09,,,,,,
New Milford,Income,$75K+,0.88,0.52,0.92,0.57,0.89,0.8,0.79,0.99,,,0.16,0.17,0.57,0.53,0.95,0.93,0.92,0.84,,,,,,,0.7,0.75,0.8,0.09,0.03,0.97,0.03,0.19,0.07,,,,0.31,0.85,0.8,0.04,,,,,0.14,,,,0.01,0.04,0.04,,,,,,
New Milford,With children,No children in household,0.84,0.49,0.84,0.51,0.89,0.83,0.8,0.91,,,0.27,0.24,0.49,0.58,0.88,0.87,0.73,0.72,,,,,,,0.56,0.69,0.69,0.16,0.1,0.93,0.07,0.25,0.08,,,,0.21,0.7,0.69,0.07,,,,,0.31,,,,0.07,0.11,0.1,,,,,,
New Milford,With children,Children in household,0.85,0.51,0.94,0.5,0.85,0.85,0.75,0.99,,,0.26,0.17,0.53,0.51,0.9,0.84,0.86,0.85,,,,,,,0.66,0.68,0.79,0.1,0.02,0.99,0.06,0.2,0.11,,,,0.31,0.83,0.75,0.06,,,,,0.26,,,,0,0.08,0,,,,,,
Newtown,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,,0.09,0.13,0.08,0.1,0.27,0.11,,0.04,0.1
Newtown,Total,Total,0.92,0.67,0.91,0.67,0.95,0.91,0.82,0.94,,,0.32,0.31,0.52,0.66,0.96,0.93,0.89,0.77,,0.88,0.7,0.03,0.27,0.06,0.7,0.74,0.73,0.12,0.07,0.98,0.11,0.21,0.05,,0.12,0.1,0.23,0.8,0.78,0.07,0.13,0,0.28,0.29,0.26,0.31,0.1,,0.05,0.09,0.07,0.04,0.26,0.07,,0.04,0.06
Newtown,Gender,Male,0.92,0.66,0.9,0.72,0.96,0.91,0.8,0.95,,,0.36,0.32,0.55,0.65,0.97,0.91,0.92,0.76,,0.89,0.71,0.05,0.26,0.07,0.69,0.76,0.78,0.12,0.08,0.96,0.1,0.16,0.05,,0.09,0.14,0.26,0.74,0.77,0.05,0.14,,,,0.29,0.27,0.11,,0.05,0.08,0.07,,,0.06,,,
Newtown,Gender,Female,0.92,0.67,0.92,0.64,0.95,0.92,0.82,0.93,,,0.29,0.3,0.51,0.66,0.96,0.94,0.86,0.78,,0.87,0.68,0,0.29,0.05,0.71,0.71,0.69,0.13,0.06,1,0.12,0.27,0.05,,0.14,0.05,0.21,0.84,0.8,0.09,0.12,,,,0.24,0.37,0.07,,0.04,0.1,0.06,,,0.08,,,
Newtown,Age,Under age 55,0.97,0.67,0.9,0.73,0.94,0.91,0.87,0.95,,,0.39,0.38,0.58,0.7,0.96,0.92,0.91,0.78,,0.85,0.72,0.03,0.3,0.05,0.72,0.7,0.73,0.15,0.05,0.98,0.13,0.28,0.05,,0.12,0.13,0.24,0.78,0.76,0.09,,,,,0.33,0.4,0.13,,0.07,0.12,0.09,,,0.09,,,
Newtown,Age,Age 55 or older,0.86,0.66,0.92,0.63,0.97,0.93,0.73,0.93,,,0.23,0.2,0.44,0.56,0.97,0.96,0.87,0.73,,0.92,0.66,0.03,0.23,0.09,0.68,0.78,0.74,0.08,0.09,0.99,0.07,0.11,0.04,,0.1,0.04,0.22,0.84,0.81,0.06,,,,,0.16,0.14,0.05,,0,0.03,0.04,,,0.05,,,
Newtown,Education,Some college or less,0.93,0.62,0.89,0.61,0.95,0.9,0.73,0.89,,,0.39,0.4,0.56,0.61,0.95,0.92,0.89,0.75,,0.76,0.51,0.02,0.41,0.04,0.55,0.63,0.63,0.16,0.12,0.97,0.17,0.31,0.09,,0.13,0.14,0.28,0.68,0.66,0.13,0.24,,,,0.43,0.54,0.16,,0.07,0.16,0.09,,,0.07,,,
Newtown,Education,Bachelor's or higher,0.93,0.69,0.93,0.73,0.96,0.93,0.88,0.97,,,0.3,0.25,0.49,0.68,0.97,0.95,0.89,0.78,,0.96,0.8,0.04,0.22,0.08,0.8,0.8,0.8,0.09,0.03,0.98,0.07,0.15,0.01,,0.1,0.06,0.19,0.88,0.88,0.04,0.06,,,,0.15,0.18,0.05,,0.03,0.04,0.05,,,0.07,,,
Newtown,Income,<$75K,0.91,0.56,0.87,0.46,0.91,0.83,0.76,0.9,,,0.44,0.48,0.56,0.58,0.94,0.85,0.84,0.68,,,,,,,0.55,0.54,0.56,0.19,0.12,0.92,0.13,0.3,0.02,,0.11,0.14,0.24,0.63,0.71,0.13,,,,,0.54,,,,0.08,0.23,0.13,,,0.05,,,
Newtown,Income,$75K+,0.95,0.69,0.92,0.74,0.98,0.95,0.87,0.97,,,0.31,0.26,0.53,0.67,0.98,0.96,0.92,0.81,,,,,,,0.74,0.79,0.78,0.11,0.05,1,0.1,0.21,0.05,,0.11,0.08,0.26,0.86,0.8,0.04,,,,,0.16,,,,0.05,0.05,0.05,,,0.07,,,
Newtown,With children,No children in household,0.89,0.63,0.91,0.59,0.93,0.92,0.74,0.93,,,0.3,0.29,0.51,0.63,0.97,0.91,0.89,0.77,,,,,,,0.67,0.73,0.73,0.13,0.09,0.96,0.07,0.17,0.04,,0.11,0.1,0.24,0.79,0.78,0.06,,,,,0.28,,,,0.03,0.09,0.06,,,0.05,,,
Newtown,With children,Children in household,0.97,0.69,0.9,0.77,0.98,0.91,0.91,0.96,,,0.37,0.34,0.54,0.68,0.97,0.97,0.9,0.78,,,,,,,0.74,0.74,0.74,0.13,0.04,1,0.15,0.27,0.06,,0.12,0.09,0.23,0.82,0.78,0.08,,,,,0.23,,,,0.07,0.09,0.08,,,0.1,,,
Norwalk,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,0.15,0.09,0.13,0.08,0.1,0.27,0.11,,0.04,0.1
Norwalk,Total,Total,0.84,0.48,0.79,0.55,0.72,0.75,0.68,0.91,,,0.76,0.77,0.66,0.68,0.83,0.76,0.76,0.68,,0.94,0.64,0.06,0.21,0.06,0.62,0.67,0.73,0.13,0.09,0.95,0.1,0.2,0.06,,0.07,0.16,0.21,0.76,0.7,0.07,0.09,0.06,0.23,0.18,0.31,0.21,0.08,0.14,0.09,0.08,0.07,0.07,0.27,0.11,,0.05,0.09
Norwalk,Gender,Male,0.88,0.55,0.85,0.59,0.77,0.77,0.7,0.92,,,0.79,0.81,0.72,0.72,0.86,0.78,0.77,0.72,,,,,,,0.65,0.74,0.7,0.14,0.12,0.93,0.08,0.2,0.02,,,,0.18,0.77,0.69,0.09,,0.03,0.24,0.2,0.24,0.18,0.07,,0.06,0.04,0.06,0.07,0.22,0.17,,0.05,0.07
Norwalk,Gender,Female,0.81,0.44,0.75,0.5,0.69,0.72,0.68,0.88,,,0.73,0.72,0.62,0.63,0.82,0.74,0.76,0.64,,,,,,,0.59,0.63,0.74,0.12,0.07,0.96,0.12,0.21,0.09,,,,0.23,0.75,0.7,0.05,,0.07,0.22,0.13,0.36,0.24,0.1,,0.12,0.12,0.09,0.07,0.31,0.06,,0.05,0.1
Norwalk,Age,Ages 18-34,0.79,0.48,0.78,0.48,0.66,0.64,0.75,0.8,,,0.81,0.79,0.66,0.74,0.73,0.72,0.73,0.64,,,,,,,0.56,0.58,0.65,0.2,0.03,0.94,0.1,0.29,0.03,,,,0.23,0.69,0.63,0.11,,,,,0.37,,,,0.13,0.08,0.1,,,0.14,,,
Norwalk,Age,Ages 35-49,0.85,0.46,0.76,0.57,0.7,0.71,0.6,0.95,,,0.79,0.77,0.7,0.71,0.82,0.73,0.71,0.71,,,,,,,0.7,0.72,0.77,0.1,0.06,0.91,0.07,0.16,0.08,,,,0.19,0.74,0.63,0.06,,,,,0.34,,,,0.11,0.16,0.07,0.11,,0.11,,,
Norwalk,Age,Ages 50-64,0.88,0.54,0.79,0.59,0.82,0.79,0.69,0.93,,,0.77,0.73,0.64,0.65,0.91,0.84,0.84,0.71,,,,,,,0.66,0.71,0.72,0.1,0.12,0.95,0.1,0.25,0.07,,,,0.19,0.86,0.68,0.05,,,,,0.33,,,,0.12,0.07,0.08,0.03,,0.12,,,
Norwalk,Age,Ages 65+,0.86,0.46,0.84,0.62,0.74,0.85,0.67,0.94,,,0.63,0.78,0.65,0.6,0.89,0.79,0.82,0.66,,,,,,,0.53,0.74,0.76,0.13,0.2,0.98,0.06,0.11,0.06,,,,0.26,0.78,0.84,0.04,,,,,0.16,,,,0.02,0.01,0.05,0.02,,0.06,,,
Norwalk,Education,Bachelor's or higher,0.89,0.55,0.87,0.61,0.82,0.8,0.68,0.96,,,0.72,0.74,0.66,0.7,0.92,0.82,0.83,0.73,,,,,,,0.68,0.74,0.75,0.09,0.09,0.97,0.08,0.22,0.04,,,,0.16,0.81,0.77,0.02,,,,,0.2,,,,0.04,0.06,0.04,,,0.12,,,
Norwalk,Education,High school or less,0.84,0.39,0.68,0.4,0.66,0.6,0.67,0.66,,,0.82,0.84,0.58,0.61,0.69,0.67,0.73,0.56,,,,,,,0.51,0.62,0.71,0.18,0.13,0.85,0.12,0.15,0.07,,,,0.36,0.7,0.62,0.11,,,,,0.41,,,,0.27,0.09,0.12,,,0.11,,,
Norwalk,Education,Some college or Associate's,0.75,0.44,0.74,0.52,0.64,0.72,0.68,0.92,,,0.79,0.77,0.73,0.69,0.76,0.75,0.69,0.65,,,,,,,0.55,0.63,0.66,0.18,0.09,0.95,0.12,0.22,0.08,,,,0.21,0.72,0.59,0.14,,,,,0.43,,,,0.09,0.12,0.11,,,0.11,,,
Norwalk,Income,$75K+,0.9,0.55,0.86,0.64,0.8,0.83,0.69,0.97,,,0.77,0.78,0.7,0.72,0.89,0.84,0.81,0.76,,,,,,,0.78,0.8,0.82,0.1,0.06,0.98,0.07,0.2,0.03,,,,0.18,0.84,0.84,0.01,,,,,0.16,,,,0.04,0.02,0.03,0.06,,0.14,,,
Norwalk,Income,<$30K,0.78,0.37,0.67,0.36,0.6,0.66,0.64,0.67,,,0.78,0.83,0.63,0.67,0.74,0.65,0.7,0.47,,,,,,,0.39,0.45,0.52,0.21,0.16,0.85,0.18,0.26,0.15,,,,0.24,0.55,0.46,0.15,,,,,0.59,,,,0.25,0.24,0.17,0.11,,0.13,,,
Norwalk,Income,$30K-$75K,0.78,0.43,0.74,0.51,0.66,0.61,0.67,0.94,,,0.75,0.74,0.65,0.61,0.71,0.69,0.7,0.65,,,,,,,0.5,0.56,0.64,0.18,0.11,0.92,0.1,0.25,0.06,,,,0.26,0.71,0.52,0.11,,,,,0.44,,,,0.08,0.12,0.11,0.08,,0.08,,,
Norwalk,Race/Ethnicity,White,0.82,0.48,0.83,0.62,0.75,0.79,0.7,0.91,,,0.71,0.74,0.66,0.64,0.89,0.76,0.78,0.73,,,,,,,0.71,0.72,0.74,0.11,0.09,0.95,0.09,0.24,0.05,,,,0.21,0.8,0.72,0.05,,,,,0.26,,,,0.05,0.07,0.06,0.06,,0.1,,,
Norwalk,Race/Ethnicity,Not white,0.87,0.52,0.75,0.46,0.71,0.68,0.68,0.87,,,0.82,0.8,0.66,0.71,0.76,0.78,0.75,0.61,,,,,,,0.49,0.64,0.7,0.17,0.11,0.92,0.1,0.17,0.06,,,,0.21,0.7,0.66,0.09,,,,,0.37,,,,0.15,0.1,0.08,0.09,,0.13,,,
Norwalk,With children,No children in household,0.85,0.49,0.8,0.54,0.72,0.75,0.69,0.91,,,0.74,0.78,0.64,0.67,0.86,0.77,0.77,0.67,,0.93,0.66,0.06,0.19,0.05,0.62,0.68,0.7,0.13,0.1,0.95,0.11,0.22,0.06,,,,0.2,0.79,0.72,0.06,,0.05,0.19,0.17,0.27,0.17,0.09,,0.07,0.05,0.06,0.04,0.29,0.1,,0.06,0.11
Norwalk,With children,Children in household,0.81,0.51,0.8,0.56,0.73,0.76,0.67,0.89,,,0.8,0.75,0.69,0.69,0.8,0.77,0.76,0.71,,0.93,0.64,0.07,0.29,0.07,0.64,0.71,0.74,0.15,0.09,0.93,0.09,0.19,0.06,,,,0.24,0.7,0.65,0.07,,0.06,0.31,0.18,0.38,0.27,0.09,,0.14,0.15,0.11,0.13,0.25,0.14,,0.03,0.06
Norwich,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,,0.09,0.13,0.08,0.1,0.27,0.11,,0.04,0.1
Norwich,Total,Total,0.77,0.32,0.75,0.41,0.64,0.61,0.72,0.86,,,0.61,0.68,0.52,0.57,0.73,0.61,0.62,0.58,,0.83,0.48,0.1,0.38,0.17,0.5,0.62,0.64,0.13,0.17,0.94,0.15,0.21,0.07,,0.16,0.12,0.35,0.7,0.68,0.11,0.2,0.04,0.36,0.35,0.43,0.4,0.24,,0.13,0.18,0.11,0.13,0.12,0.12,,0.01,0.12
Norwich,Gender,Male,0.84,0.3,0.85,0.38,0.72,0.71,0.72,0.89,,,0.53,0.73,0.56,0.57,0.83,0.69,0.71,0.73,,,,,,,0.52,0.7,0.76,0.14,0.19,0.96,0.12,0.18,0.05,,0.15,0.08,0.36,0.71,0.73,0.11,,,,,0.42,,,,0.12,0.09,0.09,,,0.13,,,
Norwich,Gender,Female,0.7,0.34,0.65,0.41,0.56,0.54,0.69,0.82,,,0.67,0.63,0.47,0.54,0.66,0.54,0.55,0.44,,,,,,,0.48,0.55,0.52,0.13,0.14,0.91,0.18,0.24,0.1,,0.17,0.15,0.34,0.67,0.64,0.12,,,,,0.44,,,,0.13,0.26,0.13,,,0.11,,,
Norwich,Age,Under age 55,0.79,0.29,0.71,0.4,0.64,0.57,0.69,0.82,,,0.69,0.72,0.52,0.58,0.68,0.57,0.58,0.57,,,,,,,0.52,0.59,0.63,0.15,0.11,0.92,0.19,0.25,0.08,,0.2,0.15,0.36,0.67,0.66,0.13,,,,,0.51,,,,0.17,0.24,0.15,,,0.16,,,
Norwich,Age,Age 55 or older,0.74,0.42,0.82,0.42,0.65,0.74,0.76,0.9,,,0.44,0.56,0.51,0.52,0.86,0.73,0.72,0.61,,,,,,,0.46,0.68,0.67,0.11,0.28,0.95,0.07,0.15,0.06,,0.07,0.06,0.33,0.74,0.73,0.1,,,,,0.28,,,,0.05,0.05,0.04,,,0.05,,,
Norwich,Education,Bachelor's or higher,0.77,0.36,0.81,0.46,0.62,0.65,0.7,0.95,,,0.6,0.63,0.5,0.59,0.82,0.63,0.69,0.65,,,,,,,0.55,0.61,0.55,0.05,0.1,0.97,0.13,0.13,0.05,,0.19,0.07,0.32,0.87,0.72,0.1,,,,,0.38,,,,0.09,0.09,0.05,,,0.09,,,
Norwich,Education,High school or less,0.78,0.31,0.76,0.4,0.72,0.59,0.73,0.78,,,0.71,0.72,0.6,0.57,0.74,0.68,0.63,0.54,,,,,,,0.41,0.63,0.68,0.19,0.23,0.9,0.18,0.25,0.1,,0.16,0.11,0.42,0.54,0.69,0.14,,,,,0.46,,,,0.24,0.23,0.13,,,0.17,,,
Norwich,Education,Some college or Associate's,0.75,0.3,0.68,0.34,0.54,0.6,0.72,0.84,,,0.47,0.67,0.43,0.53,0.64,0.52,0.57,0.58,,,,,,,0.56,0.62,0.69,0.15,0.15,0.95,0.14,0.25,0.05,,0.12,0.17,0.3,0.72,0.65,0.09,,,,,0.43,,,,0.02,0.18,0.15,,,0.08,,,
Norwich,Income,$75K+,0.74,0.3,0.79,0.52,0.59,0.64,0.65,0.95,,,0.52,0.52,0.45,0.4,0.78,0.63,0.63,0.63,,,,,,,0.53,0.76,0.68,0.09,0.13,0.95,0.08,0.09,0,,0.28,0.14,0.35,0.81,0.86,0.02,,,,,0.26,,,,0.08,0.07,0.08,,,0.08,,,
Norwich,Income,<$30K,0.86,0.3,0.68,0.36,0.67,0.61,0.7,0.69,,,0.58,0.72,0.57,0.65,0.63,0.56,0.58,0.46,,,,,,,0.41,0.63,0.64,0.14,0.25,0.94,0.17,0.3,0.11,,0.14,0.09,0.42,0.49,0.58,0.18,,,,,0.67,,,,0.21,0.33,0.22,,,0.14,,,
Norwich,Income,$30K-$75K,0.72,0.4,0.73,0.32,0.64,0.62,0.75,0.92,,,0.71,0.7,0.55,0.61,0.77,0.61,0.65,0.65,,,,,,,0.55,0.47,0.63,0.18,0.12,0.92,0.2,0.25,0.1,,0.11,0.17,0.31,0.8,0.66,0.1,,,,,0.41,,,,0.08,0.16,0.06,,,0.1,,,
Norwich,With children,No children in household,0.79,0.35,0.76,0.35,0.63,0.67,0.78,0.83,,,0.59,0.63,0.46,0.52,0.79,0.65,0.62,0.54,,,,,,,0.46,0.6,0.6,0.13,0.22,0.95,0.15,0.17,0.09,,0.14,0.11,0.37,0.67,0.68,0.16,,,,,0.39,,,,0.11,0.17,0.11,,,0.08,,,
Norwich,With children,Children in household,0.73,0.3,0.73,0.47,0.67,0.55,0.63,0.9,,,0.62,0.73,0.57,0.62,0.67,0.57,0.62,0.65,,,,,,,0.55,0.65,0.69,0.13,0.1,0.91,0.16,0.28,0.05,,0.18,0.12,0.32,0.72,0.68,0.06,,,,,0.49,,,,0.15,0.18,0.11,,,0.16,,,
Oxford,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,,,,,,,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,,,,0.09,0.13,0.08,0.1,,0.11,,,0.1
Oxford,Total,Total,0.86,0.59,0.83,0.56,0.87,0.83,0.76,0.94,,,0.31,0.34,0.58,0.65,0.93,0.87,0.77,0.74,,,,,,,0.56,0.67,0.66,0.08,0.07,0.94,0.03,0.19,0.11,,0.15,0.11,0.26,0.77,0.77,0.12,0.14,0.02,0.42,0.33,0.21,,,,0.05,0.07,0.07,0.02,,0.07,,,0.04
Seymour,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,,0.11,0.12,0.26,0.74,0.71,0.09,0.14,,,,0.33,0.33,0.17,,0.09,0.13,0.08,,0.27,0.11,,0.04,
Seymour,Total,Total,0.84,0.59,0.97,0.58,0.82,0.74,0.69,0.93,,,0.34,0.45,0.57,0.59,0.87,0.87,0.78,0.79,,1,0.58,0.02,0.19,0,0.63,0.72,0.68,0.07,0.07,0.99,0.06,0.27,0.04,,0.09,0.09,0.22,0.74,0.81,0.06,0.19,,,,0.32,0.31,0.13,,0.06,0.06,0.06,,0.35,0.13,,0,
Seymour,Gender,Male,0.8,0.58,0.95,0.59,0.81,0.61,0.69,0.93,,,0.37,0.38,0.57,0.61,0.87,0.8,0.76,0.85,,,,,,,0.65,0.77,0.69,0.1,0.07,0.97,0.08,0.27,0.05,,0.11,0.06,0.23,0.69,0.83,0.08,,,,,0.31,,,,0.07,0.03,0.07,,,0.21,,,
Seymour,Gender,Female,0.87,0.6,0.97,0.57,0.82,0.85,0.68,0.93,,,0.32,0.51,0.56,0.58,0.89,0.93,0.8,0.72,,,,,,,0.61,0.66,0.69,0.05,0.06,1,0.03,0.27,0.03,,0.08,0.12,0.2,0.8,0.81,0.05,,,,,0.33,,,,0.04,0.09,0.04,,,0.04,,,
Seymour,Age,Under age 55,0.79,0.49,0.93,0.64,0.79,0.68,0.73,0.92,,,0.37,0.49,0.57,0.61,0.85,0.84,0.71,0.82,,,,,,,0.69,0.71,0.66,0.08,0,0.98,0.05,0.31,0.04,,0.08,0.12,0.2,0.73,0.8,0.05,,,,,0.31,,,,0.08,0.07,0.08,,,0.19,,,
Seymour,Age,Age 55 or older,0.93,0.74,0.99,0.49,0.9,0.83,0.61,0.94,,,0.29,0.36,0.56,0.54,0.92,0.91,0.9,0.72,,,,,,,0.51,0.72,0.75,0.05,0.2,1,0.07,0.19,0.03,,0.12,0.03,0.24,0.76,0.85,0.07,,,,,0.33,,,,0.02,0.03,0.02,,,0,,,
Shelton,Connecticut,Connecticut,0.82,0.51,0.78,0.5,0.75,0.75,0.72,0.88,,,0.54,0.61,0.63,0.7,0.85,0.78,0.77,0.7,,0.88,0.59,0.08,0.29,0.11,0.59,0.67,0.7,0.12,0.1,0.95,0.09,0.23,0.09,,0.11,0.12,0.26,0.74,0.71,0.09,0.14,0.06,0.31,0.24,0.33,0.33,0.17,,0.09,0.13,0.08,0.1,0.27,0.11,,0.04,0.1
Shelton,Total,Total,0.91,0.57,0.87,0.68,0.89,0.77,0.73,0.96,,,0.44,0.36,0.56,0.61,0.94,0.92,0.83,0.78,,0.98,0.6,0.03,0.17,0.06,0.65,0.7,0.66,0.09,0.1,0.99,0.07,0.24,0.07,,0.08,0.07,0.2,0.82,0.77,0.09,0.14,0.03,0.34,0.32,0.29,0.31,0.03,,0.02,0.07,0.05,0.07,0.22,0.05,,0.01,0.09
Shelton,Gender,Male,0.89,0.56,0.82,0.69,0.88,0.72,0.76,0.97,,,0.41,0.33,0.61,0.67,0.97,0.92,0.82,0.86,,,,,,,0.63,0.68,0.64,0.1,0.11,1,0.06,0.29,0.05,,0.07,0.07,0.18,0.78,0.81,0.08,,0,0.37,0.35,0.29,,,,0.01,0.04,0.02,0.04,,0.09,,,0.08
Shelton,Gender,Female,0.92,0.58,0.9,0.69,0.91,0.81,0.71,0.95,,,0.48,0.39,0.53,0.54,0.92,0.91,0.83,0.74,,,,,,,0.66,0.72,0.68,0.08,0.08,0.99,0.08,0.22,0.09,,0.09,0.08,0.22,0.85,0.74,0.1,,0.07,0.29,0.29,0.3,,,,0.03,0.11,0.07,0.1,,0.02,,,0.11
